Id,JP_Sales
1,0.0690986588597019
2,0.0
3,0.0007932180606962273
4,0.0010176231945349652
5,0.0005148799863965234
6,0.0
7,0.0009428654125558227
8,0.13923916368147352
9,2.963213561342282
10,0.0
11,0.011555473140439386
12,0.20418922859301686
13,8.151575104794318e-05
14,0.021815672746882914
15,0.001353453730616233
16,0.0
17,0.01493507854589754
18,4.7729630172275626e-05
19,0.07187109809167072
20,0.0034884090079675
21,0.08237511958767829
22,0.42494816225853405
23,0.05952267585739578
24,0.07805739910677936
25,0.0
26,0.1281907017580372
27,0.0
28,0.0
29,6.826985917359122e-05
30,0.009259004581906746
31,0.07103930230308264
32,0.027187692656051123
33,0.029100220504404042
34,0.006171718131588294
35,0.000565700149542801
36,0.0035993598957339405
37,2.139702036006736e-05
38,0.1117124867375776
39,0.0
40,0.06470580978424896
41,0.02445683808499407
42,0.02335810040194115
43,0.05170689317291202
44,0.0
45,0.0
46,0.0
47,0.054571610923808814
48,0.0
49,0.047646881842894645
50,0.06820769087482587
51,0.034684919245131465
52,1.3214316484001863e-05
53,0.0
54,1.8276362974137772e-05
55,0.005608707565892537
56,0.0
57,0.0
58,0.07285884957428691
59,0.003129480080437012
60,0.0
61,0.0054122067664301955
62,1.6763199860940377e-05
63,0.0
64,0.0069999286234462815
65,0.00015696750314515175
66,0.0013706302731101368
67,0.0
68,0.10536652509029593
69,0.00023141800822788137
70,0.16989025798182353
71,0.00011382901836124227
72,2.8770088710120883e-06
73,0.2682314434349239
74,0.3502482604702
75,0.0
76,0.2069209274690277
77,0.0
78,0.0
79,0.0
80,0.00020369833654096387
81,0.37313803671573054
82,0.03328702516921037
83,0.03836172564655328
84,0.0
85,0.09435755375849478
86,0.00034504146180239784
87,3.5378405743395495e-06
88,0.0
89,5.1537075465746985e-05
90,0.0
91,0.13755944519452024
92,4.5600076993613434e-05
93,0.04876901800407507
94,0.0
95,0.0
96,3.670639659325207e-05
97,0.0
98,0.02267963224170112
99,0.12736950780257913
100,0.0
101,0.0
102,0.02406023775313937
103,3.163201907378521e-07
104,0.0027055816869200736
105,0.03642071423509685
106,0.023256127683110393
107,0.0
108,0.0
109,0.15585836004715922
110,0.00227972040380448
111,0.04924418876299978
112,0.0
113,1.2960959086228763e-05
114,1.541023672474934e-05
115,0.00369613516014
116,0.0021667158928442187
117,0.024913893052123746
118,0.004240107692901661
119,0.038594741965269276
120,0.08083687498383725
121,0.047646881842894645
122,0.0
123,1.3243528708987591e-05
124,0.0
125,2.5227312737138314e-05
126,0.005625665816816459
127,0.024252301379943164
128,0.0
129,0.11126496247295872
130,0.006983183684276258
131,0.0
132,4.804015867208629e-05
133,0.07621580520561101
134,0.00035320161562473563
135,0.021053942418210087
136,0.0
137,6.68517385622576e-05
138,0.0028882921201306417
139,0.0034816456314783195
140,0.007445792517730473
141,0.04244599379811513
142,0.0019453866169314858
143,0.0
144,5.416080562032e-06
145,0.03662120322537646
146,6.799839872026676e-06
147,0.0044970483003422415
148,2.1421534633766254e-05
149,0.0
150,0.0012901785828359424
151,1.5380638002080615e-06
152,0.0
153,0.0
154,0.0
155,0.02793047510222787
156,6.390610011006175e-05
157,0.03186670277576571
158,1.661878156786228e-05
159,0.22554340898846395
160,7.608878025640469e-06
161,2.80208463164868e-06
162,0.0
163,0.04100036076048433
164,0.02919010630746571
165,0.11378476594633494
166,0.2218530060036243
167,0.05217978290140062
168,0.0
169,0.0
170,1.905594338683171e-05
171,0.252882188180645
172,0.0
173,0.06026207119157042
174,0.010550068899396817
175,6.198397935695805e-07
176,0.0034616029756051984
177,0.0001671352609739088
178,0.0
179,0.0
180,0.050390034234903236
181,0.0018208275715790592
182,0.0
183,0.07512623445166769
184,0.0004018426046427119
185,0.019901165709127925
186,0.0010285809305540469
187,0.05136690900924806
188,0.049931603035934
189,0.010900878195448927
190,0.009920874593689906
191,0.0
192,0.0
193,0.0
194,0.0012208260481120041
195,0.0006220556675760392
196,0.03024276474952626
197,0.0
198,0.0
199,0.02670386950628775
200,0.4698118592078983
201,0.0008700189899530366
202,0.0
