Id,JP_Sales
1,0.11922135054142989
2,-0.00603217653820895
3,0.027560843288974922
4,-0.004630091932159783
5,0.009154466818546522
6,0.02215642155782794
7,0.012304436321655135
8,0.21446011647587176
9,3.041638181033027
10,0.0014986777067820395
11,0.024769195350856997
12,0.1251329267939199
13,0.0010532529340591401
14,-4.964917179467454e-05
15,0.0009937837696634838
16,-0.006186315014220359
17,0.04037883664666728
18,-0.009576539387470676
19,0.10915717864183844
20,0.0010591092999093915
21,0.33782154544059567
22,0.607420907050458
23,0.12638785789016305
24,0.1038743971477822
25,-0.0018354670223419828
26,0.09989903826739568
27,0.002822901338471212
28,0.008670363259625238
29,-0.008714264733488894
30,0.01794872540020482
31,0.13454577070339818
32,0.08040799345259272
33,0.07556281082790359
34,0.0488962340895958
35,-0.02948835235374024
36,0.017703071323272777
37,0.0028572033356401155
38,0.15685029207923115
39,0.02104514130221192
40,0.04577158201644075
41,0.014552973593918495
42,0.01910000531449605
43,0.05540351582759981
44,-0.009757627246187034
45,0.03528214377175913
46,0.027785192788373395
47,0.04637660767934578
48,-0.00474565797422144
49,0.15523056451755224
50,0.06901775711536093
51,0.0675410076491491
52,-0.0035492315560149007
53,0.012524298744824608
54,-0.014221796773810913
55,0.03622081466623379
56,-0.04985476762649088
57,0.009421561511697193
58,0.13592159737893367
59,0.0011885430167928035
60,0.006128073457688496
61,0.04704729343016218
62,-0.01791589418699488
63,-0.006542159162024996
64,0.031227415781026793
65,0.013699568577718937
66,0.04257186816904002
67,6.501225021152135e-05
68,0.12457739999148118
69,-0.008101418725758702
70,0.2265896249218679
71,0.011286218499097583
72,-0.0012150549818568668
73,0.37880182127989814
74,0.5076911662993842
75,-0.0037511535472262852
76,0.09317520090955506
77,-0.0018594374996505764
78,0.01888203170003671
79,0.0529104068233162
80,0.011056533525058684
81,0.27892969197665296
82,0.06136105365000956
83,0.06195952890623571
84,-0.0006941188687639294
85,0.1801597534364442
86,-0.013942914414920654
87,-0.0019376657363655153
88,-0.005227393550813836
89,-0.005106589016240823
90,-0.006721621770749059
91,0.1475427543081567
92,0.00588812660127383
93,0.08769992505027656
94,0.021692272501204826
95,0.004601141395468855
96,-0.008797291222544926
97,-0.003496960214120534
98,-0.00961030029433775
99,0.1594563552981823
100,-0.003131747397368101
101,-0.003197182154052125
102,0.019134314977355835
103,-0.003032988292481137
104,0.01555658141338706
105,0.10189011807029788
106,0.008810053813223584
107,0.004365401637746111
108,-0.005062774622495103
109,0.02945532958071912
110,-0.0019428011124277417
111,0.18143691943794332
112,0.0037434711747630772
113,-0.002880890987844706
114,-0.0035558401599668082
115,0.028472408806812816
116,0.04811756114518666
117,0.12588881303403235
118,0.024785422391641082
119,0.11003250028851122
120,0.12000748617118731
121,0.15523056451755224
122,0.014763769053818002
123,-0.010930977021537294
124,0.0021023918166244854
125,-0.012828981932833952
126,-0.008799041029325244
127,0.06916454383758881
128,-0.0034287536692736847
129,0.14824702171965573
130,-0.0034660982296174925
131,-0.00016101996026123
132,-0.002739557587235153
133,0.10040643145112299
134,-0.00827887280630743
135,-0.013243326236458935
136,-0.0034583862265912813
137,-0.011167732624872237
138,-0.0022078729667013297
139,0.019567886233605843
140,-0.013718602170015234
141,0.17015982963439497
142,0.012588962265574183
143,0.006775452191735823
144,-0.00944084968757894
145,0.17614290582323067
